Sternstr.	29
Willy-A.-Kleinau-Weg	ger. 2-30
Wolfgang-Staudte-Str.	ger. 14-24
""	
Wahlbezirk 7304	WK 22
Grundschule Im Kirchsteigfeld (56)	
Lise-Meitner-Str. 4-6	
14480 Potsdam	barrierefrei
Anni-von-Gottberg-Str.	1-9
Clara-Schumann-Str.	ung. 1-21
Gertrud-Kolmar-Str.	alle
Lise-Meitner-Str.	27, 29, 30, 32, 34
Marie-Juchacz-Str.	ung. 11-15, ger.22-38
Mildred-Harnack-Str.	alle
Pierre-de-Gayette-Str.	alle
Wahlbezirk 7206	WK 22
Stadtteilschule Drewitz	
Oskar-Meßter-Str. 4-6	
14480 Potsdam	barrierefrei
Ed.-v.-Winterstein-Str.	ger. 2-24
GA Sonnenland	alle
Gerlachstr.	ger. 10-18
Konrad-Wolf-Allee	ung. 47-63, ger. 26-50
Oskar-Meßter-Str.	alle
Robert-Baberske-Str.	alle
Slatan-Dudow-Str.	alle
Sternstr.	20-28, 53A-62
Willy-A.-Kleinau-Weg	ung. 3-7
Zum Kirchsteigfeld	12
Wahlbezirk 8101	WK 19
Freiwillige Feuerwehr	
Uetzer Dorfstr. 16	
14476 Potsdam	barrierefrei
Am Parkplatz	alle
Kanalweg	alle
Kirschweg	alle
Paarener Dorfstr.	alle
Paarener Mühlenweg	alle
Potsdamer Str. Uetz-Paaren	alle
Schwarzer Weg Uetz-Paaren	alle
Siedlung	alle
Uetzer Dorfstr.	alle
""	
Wahlbezirk 7301	WK 22
Friedrich-W.-von-Steuben-Gesamtschule (46)	
Ricarda-Huch-Str. 23-27	
14480 Potsdam	barrierefrei
Am Hirtengraben	ung. 11-19
Bettina-von-Arnim-Str.	alle
Dorothea-Schneider-Str.	ger. 8-12
Eleonore-Prochaska-Str.	alle
Johanna-Just-Str.	alle
Karoline-Schulze-Str.	alle
M.-Buber-Neumann-Str.	alle
Maxie-Wander-Str.	2,4
Nelly-Sachs-Str.	ung. 7-17, ger. 2-16
Ricarda-Huch-Str.	ger. 2-16
Wahlbezirk 8201	WK 19
Kulturscheune Marquardt	
Fahrländer Str. 1c	
14476 Potsdam	barrierefrei
Am Friedrichspark	alle
Am Garten	alle
Am Kanal Marquardt	11
Am Pappelgrund	alle
Am Schlänitzsee	alle
Amselweg	alle
An der alten Kreisstr.	alle
An der Eisenbahnbrücke	alle
An der Obstplantage	alle
An der Wublitz	alle
Blumenweg Marquardt	alle
Driftweg	alle
Drosselweg	alle
Eschenweg	alle
Fahrländer Str.	alle
Fährweg	alle
Fasanenweg	alle
Finkenweg Marquardt	alle
Haseleck	alle
Hauptstr.	alle
Im Park	alle
Kohlmeisenweg	alle
Satzkorner Weg	alle
Schoriner Weg	alle
Schulstr. Marquardt	alle
Schusterweg	alle
Seestr. Marquardt	alle
Spielstr.	alle
Zum Bahnübergang	alle
Kartzower Dorfstr.	alle
Ketziner Str.	ger. 66-138
Wahlbezirk 8403	WK 19
Kulturladen Fahrland	
Ketziner Str. 53	
14476 Potsdam	
Am Upstallgraben	alle
Am Weinberg	alle
An der Jubelitz	alle
Ketziner Str.	ung. 15-53, ger. 4-34,
""	ung. 87-179
Kienhorststr.	1A-3A, 5-8
Marquardter Str. Ausbau	alle
Marquardter Str. Fahrland	5-17
Müllerweg	alle
Pappelallee Fahrland	alle
Rönsahler Str.	alle
Schmidtweg	alle
Von-Stechow-Str.	1, ger. 2-10
Zum Storchennest	alle
Wahlbezirk 8301	WK 19
Gemeindehaus Satzkorn	
Dorfstr. Satzkorn 2	
14476 Potsdam	
""	
Wahlbezirk 8404	WK 19
Regenbogenschule (7)	
Ketziner Str. 90	
14476 Potsdam	
Bahnhofstr. Satzkorn	alle
Birnenweg Satzkorn	alle
Dorfstr. Satzkorn	alle
Eichenallee Satzkorn	alle
Gladiolenweg	alle
Kastanienweg	alle
Lilienweg	alle
Lindenstr. Satzkorn	alle
Rosenweg Satzkorn	alle
Satzkorner Bergstr.	alle
Satzkorner Ringstr.	alle
Straße des Friedens	alle
Straße zum Bahnhof	alle
Tulpenweg	alle
Am Upstall	1-9
Döberitzer Str.	ung. 1-27
Gartenstr. Fahrland	alle
Ketziner Str.	ung. 57-85, ger. 38-64
Kietzer Str.	alle
Marquardter Str. Fahrland	1-4A
Pastor-Moritz-Str.	alle
Paul-Lange-Bey-Str.	alle
Priesterstr.	alle
Weberstr.	alle
Wahlbezirk 8501	WK 19
Bürgerhaus Neu Fahrland	
Am Kirchberg 51	
14476 Potsdam	barrierefrei
Wahlbezirk 8401	WK 19
Feuerwehr-Gerätehaus Fahrland	
Priesterstr. 13	
14476 Potsdam	
Am Fährgut	alle
Am Föhrenhang	alle
Am Großen Horn	alle
Am Kirchberg	alle
Am Krampnitzsee	alle
Am Lehnitzsee	alle
Am Rehweg	alle
Am Stinthorn	alle
Am Wiesenrand	alle
An der Birnenplantage	alle
Anglerkolonie	alle
Bassewitzstr.	alle
Fontanestr. Neu Fahrland	alle
Ganghoferstr.	alle
Gärtner-Schmidt-Str.	alle
Heinrich-Heine-Weg	alle
Im Apfelgarten	alle
Martinsweg	alle
Neuhainholz	alle
Plantagenweg	alle
Ringstr.	alle
Robinsoninsel	alle
Schwalbenweg	alle
Sonnenweg	alle
Tschudistr.	alle
Zu den drei Mohren	alle
Zum Weißen See	alle
An den Eisbergstücken	alle
Gellertstr.	alle
Hannoversche Str.	alle
Kienhorststr.	3B-3F, 4-4F
Märkerring	alle
Milanring	alle
Mühlenring	alle
Privatweg	alle
Rotkehlchenweg	alle
Von-Stechow-Str.	ung. 113-155
Wahlbezirk 8402	WK 19
Regenbogenschule (7)	
Ketziner Str. 90	
14476 Potsdam	
Am Friedhof Fahrland	alle
Am Spitzen Berg	alle
Am Upstall	ung. 11-15, ger. 10-30
An den Leddigen	alle
An der Windmühle	alle
Döberitzer Str.	ung. 29-95, ger. 2-22
Fahrländer Chaussee	alle
Glienicker Weg	alle
Hasensteg	alle
Im Winkel	alle
Wahlbezirk 8601	WK 19
Groß Glienicker Begegnungshaus	
Glienicker Dorfstr. 2	
14476 Potsdam	barrierefrei
Wahlbezirk 8603	WK 19
Grundschule Hanna von Pestalozza (6)	
Hechtsprung 14-16	
14476 Potsdam	barrierefrei
Alter Weinberg	alle
Am Gutstor	alle
Am Park	alle
Christoph-Friedrich-Weg	alle
Edith-Schollwer-Weg	alle
Eichengrund	alle
Eva-Katharina-Weg	alle
Freiheitstr.	ger. 2-34
Glienicker Dorfstr.	alle
Groß Glienicker Heide	alle
Grüner Weg Groß Glienicke	20-23
Hans-Georg-Str.	alle
Heinz-Sielmann-Ring	alle
Helmut-Just-Str.	alle
Ida-Wüst-Weg	alle
Interessentenweg	alle
Käthe-Haack-Weg	alle
Leo-Bauer-Str.	alle
Maly-Delschaft-Weg	alle
Margarethe-Gottliebe-Weg	alle
Potsdamer Chaussee	
Groß Glienicke	ung. 1-7A
Rudi-Ball-Str.	alle
Seeburger Chaussee	alle
Triftweg	7, 9
Von-Oppen-Weg	alle
Am Anger	alle
An der Sporthalle	alle
Bergstr.	ung. 5-33,
""	ger.12-36
Christophorusweg	alle
Ernst-Thälmann-Str.	alle
Hechtsprung	ung. 1-13,
""	ger. 2-18
Isoldestr.	1-28
Parzivalstr.	ger. 2-8
Ribbeckweg	alle
Richard-Wagner-Str.	ung. 1-15,
""	ger. 2-22
Sacrower Allee	2A-2B, ger. 6-84
Seepromenade	1-68
St-Anna-Str.	alle
Tristanstr.	1-28
Wahlbezirk 8604	WK 19
Grundschule Hanna von Pestalozza (6)	
Hechtsprung 14-16	
14476 Potsdam	barrierefrei
Am Glienicker Mühlenberg	alle
An der Kirche	alle
Birkenweg	alle
Ebereschenweg Groß Glienicke	alle
Freiheitstr.	ung. 1-33
Grüner Weg Groß Glienicke	1-19D
Güntherweg	alle
Hainbuchenweg	alle
Hermann-Krome-Weg	alle
Potsdamer Chaussee Groß	ung. 15-31,
Glienicke	ger. 2-124D
Rotdornweg Groß Glienicke	alle
Sacrower Allee	4, 5
Schulzenlandweg	alle
Theodor-Fontane-Str.	alle
Triftweg	1, 1C, ger. 2-8
Ulrich-Steinhauer-Str.	alle
Wahlbezirk 8602	WK 19
Grundschule Hanna von Pestalozza (6)	
Hechtsprung 14-16	
14476 Potsdam	barrierefrei
""	
Ahornweg	ung. 1-65
Am Fenn Groß Glienicke	alle
Am Schlahn	alle
Am Seeblick	alle
Am Waldfrieden	alle
Bergstr.	ung. 35-51,
""	ger. 40-60
Braumannweg	alle
Bullenwinkel	alle
Dohlenweg	alle
Forstallee	alle
Hechtsprung	ung. 17-25,
""	ger. 20-26
Im Hirschen	alle
Isoldestr.	29-46
Krampnitzer Weg	alle
Landhausstr.	alle
Nibelungenstr.	alle
Parzivalstr.	ung. 1-25, ger. 14-26
Pilzweg	alle
Potsdamer Chaussee Groß	51
Glienicke	
Rehsprung	alle
Richard-Wagner-Str.	ung. 19-41,
""	ger. 24-36
Sacrower Allee	1, 3, ung. 11-121,
""	ger. 88-120
Seepromenade	70-99
Tristanstr.	29-58
Waldweg	alle
Wendensteig	alle
